Id. del pedido;Fecha del pedido;Fecha de envío;Forma de envío;Id. del cliente;Nombre del cliente;Segmento;Ciudad;Estado;País;Región;Id. del producto;Categoría;Subcategoría;Nombre del producto;Total;Cantidad;Descuento;Ganancia
MX-2019-113019;20/5/2019;23/5/2019;Urgente;EP-13780;Elena Padrón;Cliente;Villa Nueva;Guatemala;Guatemala;Centro;TEC-AC-10001693;Tecnología;Accesorios;SanDisk Memoria USB, Programable;547.2;2;0;164
MX-2018-112683;9/6/2018;9/6/2018;Mismo día;LC-17965;Lola Crespo;Empresa;Mixco;Guatemala;Guatemala;Centro;MOB-MO-10000131;Mobiliario;Mobiliario;Eldon Bandeja apiladora, Premium;803.2;4;0;272.8
MX-2016-122210;9/9/2016;14/9/2016;Rápido;MF-18280;Magdalena Farías;Empresa;Mixco;Guatemala;Guatemala;Centro;MAT-SO-10004006;Material de oficina;Sobres;Ames Sobre empresarial, Rojo;606;5;0;66
MX-2016-122210;9/9/2016;14/9/2016;Rápido;MF-18280;Magdalena Farías;Empresa;Mixco;Guatemala;Guatemala;Centro;MAT-SU-10000594;Material de oficina;Suministros;Acme Recortadora, Rectangular;825.6;3;0;24.6
MX-2018-165064;30/3/2018;2/4/2018;Rápido;TM-21220;Tirso Marín;Cliente;Mixco;Guatemala;Guatemala;Centro;MOB-LI-10002007;Mobiliario;Librerías;Sauder Biblioteca, Negro;18152.4;7;0;4719.4
MX-2016-163636;17/2/2016;22/2/2016;Estándar;EO-13885;Edith Ojeda;Pequeña empresa;Mixco;Guatemala;Guatemala;Centro;MAT-SO-10002231;Material de oficina;Sobres;GlobeWeis Cierre adhesivo, 50;285.2;2;0;139.6
MX-2016-163636;17/2/2016;22/2/2016;Estándar;EO-13885;Edith Ojeda;Pequeña empresa;Mixco;Guatemala;Guatemala;Centro;MOB-MO-10004427;Mobiliario;Mobiliario;Advantus Bombilla, Surtido;671;5;0;26
MX-2016-163636;17/2/2016;22/2/2016;Estándar;EO-13885;Edith Ojeda;Pequeña empresa;Mixco;Guatemala;Guatemala;Centro;TEC-TE-10000443;Tecnología;Teléfonos;Cisco Amplificador de señal, Tamaños variados;3093.6;3;0;1020.6
MX-2017-136728;4/8/2017;10/8/2017;Estándar;AN-10870;Aarón Navarrete;Cliente;Mixco;Guatemala;Guatemala;Centro;MAT-GR-10000273;Material de oficina;Grapas;Stockwell Pasadores, Metal;188;2;0;1.6
MX-2017-136728;4/8/2017;10/8/2017;Estándar;AN-10870;Aarón Navarrete;Cliente;Mixco;Guatemala;Guatemala;Centro;MOB-LI-10001876;Mobiliario;Librerías;Dania Estante de esquina, Blanco;1661.2;2;0;448.4
MX-2016-151687;5/10/2016;9/10/2016;Estándar;WR-21835;William Roldán;Cliente;Villa Nueva;Guatemala;Guatemala;Centro;MAT-AR-10002897;Material de oficina;Arte;Stanley Rotuladores, Tamaños variados;169.2;1;0;43.8
MX-2016-151687;5/10/2016;9/10/2016;Estándar;WR-21835;William Roldán;Cliente;Villa Nueva;Guatemala;Guatemala;Centro;MAT-GR-10002607;Material de oficina;Grapas;Stockwell Cintas de goma, Al por mayor;107.6;1;0;15
MX-2016-151687;5/10/2016;9/10/2016;Estándar;WR-21835;William Roldán;Cliente;Villa Nueva;Guatemala;Guatemala;Centro;TEC-AC-10002787;Tecnología;Accesorios;Logitech Tarjeta de memoria, Programable;2796.8;4;0;251.2
MX-2019-149951;2/10/2019;4/10/2019;Rápido;EC-14410;Eusebio Cano;Pequeña empresa;Mixco;Guatemala;Guatemala;Centro;MAT-SO-10000511;Material de oficina;Sobres;Cameo Paquetes, Plateado;1352;5;0;446
MX-2018-130337;28/5/2018;2/6/2018;Estándar;HG-16060;Hugo Gámez;Cliente;Chinautla;Guatemala;Guatemala;Centro;TEC-TE-10002150;Tecnología;Teléfonos;Samsung Base de audio, Azul;4448.8;4;0;177.6
MX-2018-130337;28/5/2018;2/6/2018;Estándar;HG-16060;Hugo Gámez;Cliente;Chinautla;Guatemala;Guatemala;Centro;MAT-SO-10004767;Material de oficina;Sobres;Kraft Cierre adhesivo, 50;136.6;1;0;53.2
MX-2016-166793;30/12/2016;1/1/2017;Rápido;MV-18310;Marcial Valdés;Pequeña empresa;Villa Nueva;Guatemala;Guatemala;Centro;TEC-AC-10004825;Tecnología;Accesorios;Belkin Ratón, Blanco;2054.4;8;0;492.8
MX-2017-102848;27/9/2017;29/9/2017;Urgente;CM-12820;Cornelio Marín;Pequeña empresa;Mixco;Guatemala;Guatemala;Centro;TEC-CO-10000800;Tecnología;Copiadoras;Sharp Fax inalámbrico, Color;19021.0816;8;0.002;8728.2816
MX-2017-102848;27/9/2017;29/9/2017;Urgente;CM-12820;Cornelio Marín;Pequeña empresa;Mixco;Guatemala;Guatemala;Centro;MOB-LI-10001529;Mobiliario;Librerías;Dania Conjunto de estantes, Blanco;3437.4;3;0;1649.4
MX-2017-102848;27/9/2017;29/9/2017;Urgente;CM-12820;Cornelio Marín;Pequeña empresa;Mixco;Guatemala;Guatemala;Centro;MOB-SI-10002518;Mobiliario;Sillas;Harbour Creations Silla de playa, Ajustable;1709.6;4;0;700.8
MX-2016-155257;14/7/2016;16/7/2016;Urgente;IB-16180;Iris Barena;Cliente;Chinautla;Guatemala;Guatemala;Centro;TEC-TE-10002059;Tecnología;Teléfonos;Motorola Amplificador de señal, Tamaños variados;5839.2;6;0;2510.4
MX-2016-155257;14/7/2016;16/7/2016;Urgente;IB-16180;Iris Barena;Cliente;Chinautla;Guatemala;Guatemala;Centro;MAT-SO-10003386;Material de oficina;Sobres;Kraft Sobres de uso interno, Rojo;2354.8;7;0;1036
MX-2016-155257;14/7/2016;16/7/2016;Urgente;IB-16180;Iris Barena;Cliente;Chinautla;Guatemala;Guatemala;Centro;MAT-CA-10001634;Material de oficina;Carpetas;Avery Carpeta, Económico;172;2;0;12
MX-2016-155257;14/7/2016;16/7/2016;Urgente;IB-16180;Iris Barena;Cliente;Chinautla;Guatemala;Guatemala;Centro;MAT-CA-10003756;Material de oficina;Carpetas;Wilson Jones Encuadernadora, Duradero;672.8;2;0;60.4
MX-2016-155257;14/7/2016;16/7/2016;Urgente;IB-16180;Iris Barena;Cliente;Chinautla;Guatemala;Guatemala;Centro;MAT-AL-10001063;Material de oficina;Almacenamiento;Fellowes Bandejas, Metal;376.4;1;0;41.4
MX-2016-155257;14/7/2016;16/7/2016;Urgente;IB-16180;Iris Barena;Cliente;Chinautla;Guatemala;Guatemala;Centro;MAT-CA-10000714;Material de oficina;Carpetas;Acco Anillas, Económico;133.2;3;0;22.2
MX-2016-101665;7/9/2016;12/9/2016;Estándar;VA-21445;Valentina Acuna;Empresa;Villa Canales;Guatemala;Guatemala;Centro;MAT-AR-10001551;Material de oficina;Arte;BIC Sacapuntas, Azul;386.8;2;0;181.6
MX-2016-147585;24/7/2016;30/7/2016;Estándar;ES-13975;Eloísa Soto;Empresa;Villa Canales;Guatemala;Guatemala;Centro;MAT-AL-10002073;Material de oficina;Almacenamiento;Rogers Estanterías, Azul;1242.6;3;0;322.8
MX-2016-147585;24/7/2016;30/7/2016;Estándar;ES-13975;Eloísa Soto;Empresa;Villa Canales;Guatemala;Guatemala;Centro;MAT-GR-10003560;Material de oficina;Grapas;Stockwell Pasadores, Metal;96.6;1;0;1.8
MX-2016-160346;29/11/2016;5/12/2016;Estándar;RM-20380;Raúl Mesa;Cliente;Mixco;Guatemala;Guatemala;Centro;TEC-CO-10004502;Tecnología;Copiadoras;Canon Fotocopiadora con fax, Digital;2541.3072;2;0.002;962.5072
MX-2017-120572;15/7/2017;19/7/2017;Estándar;FF-14890;Fidel Ferrer;Empresa;Mixco;Guatemala;Guatemala;Centro;MAT-GR-10000909;Material de oficina;Grapas;Stockwell Clips, Metal;93.4;1;0;4.6
MX-2016-149034;8/9/2016;12/9/2016;Estándar;SB-20980;Susana Braza;Empresa;Chinautla;Guatemala;Guatemala;Centro;MAT-GR-10004400;Material de oficina;Grapas;Accos Pasadores, Paquete de 12;372;4;0;156
MX-2016-149034;8/9/2016;12/9/2016;Estándar;SB-20980;Susana Braza;Empresa;Chinautla;Guatemala;Guatemala;Centro;MAT-AL-10004137;Material de oficina;Almacenamiento;Fellowes Archivador móvil, Azul;4577;5;0;640
MX-2016-129553;16/11/2016;20/11/2016;Estándar;GC-15520;Gregorio Cuéllar;Cliente;Villa Canales;Guatemala;Guatemala;Centro;MOB-SI-10000713;Mobiliario;Sillas;SAFCO Sillón, 2;6182.4;2;0;556.4
MX-2016-129553;16/11/2016;20/11/2016;Estándar;GC-15520;Gregorio Cuéllar;Cliente;Villa Canales;Guatemala;Guatemala;Centro;MAT-AR-10002543;Material de oficina;Arte;Stanley Sacapuntas, Metal;520.8;3;0;187.2
MX-2017-119494;20/11/2017;26/11/2017;Estándar;GA-15040;Gema Acosta;Cliente;Villa Nueva;Guatemala;Guatemala;Centro;MAT-SO-10002824;Material de oficina;Sobres;Jiffy Paquetes, 50;743.4;3;0;178.2
MX-2017-119494;20/11/2017;26/11/2017;Estándar;GA-15040;Gema Acosta;Cliente;Villa Nueva;Guatemala;Guatemala;Centro;MOB-MO-10001922;Mobiliario;Mobiliario;Tenex Bombilla, Negro;126.2;1;0;42.8
MX-2019-161725;3/7/2019;7/7/2019;Rápido;EM-13750;Eduardo Méndez;Empresa;Mixco;Guatemala;Guatemala;Centro;TEC-AC-10001246;Tecnología;Accesorios;SanDisk Teclado, Programable;379;1;0;56.8
MX-2019-146892;3/9/2019;7/9/2019;Estándar;TS-21205;Tino Salinas;Empresa;Guayaquil;Guayas;Ecuador;Sur;MOB-SI-10003241;Mobiliario;Sillas;Harbour Creations Taburete, Negro;3553.8;3;0;213
MX-2019-146892;3/9/2019;7/9/2019;Estándar;TS-21205;Tino Salinas;Empresa;Guayaquil;Guayas;Ecuador;Sur;MAT-ET-10000191;Material de oficina;Etiquetas;Hon Etiquetas para documentos legales, Rojo;284.8;4;0;22.4
MX-2019-146892;3/9/2019;7/9/2019;Estándar;TS-21205;Tino Salinas;Empresa;Guayaquil;Guayas;Ecuador;Sur;TEC-AC-10002094;Tecnología;Accesorios;Belkin Memoria USB, Blanco;795;3;0;318
MX-2019-146892;3/9/2019;7/9/2019;Estándar;TS-21205;Tino Salinas;Empresa;Guayaquil;Guayas;Ecuador;Sur;MOB-MO-10004810;Mobiliario;Mobiliario;Rubvermaid Tope para puertas, Premium;848.4;3;0;381.6
MX-2019-146892;3/9/2019;7/9/2019;Estándar;TS-21205;Tino Salinas;Empresa;Guayaquil;Guayas;Ecuador;Sur;MAT-AR-10001551;Material de oficina;Arte;BIC Sacapuntas, Azul;386.8;2;0;181.6
MX-2019-155222;12/11/2019;17/11/2019;Rápido;NP-19405;Nina Pérez;Cliente;Guayaquil;Guayas;Ecuador;Sur;MAT-AL-10004063;Material de oficina;Almacenamiento;Fellowes Caja, Tamaño completo;262.8;2;0;20.8
MX-2019-148978;24/11/2019;24/11/2019;Mismo día;IS-16240;Isidoro Salas;Empresa;Guayaquil;Guayas;Ecuador;Sur;MOB-SI-10002900;Mobiliario;Sillas;SAFCO Estora, Rojo;797.6;2;0;302.8
MX-2016-141131;3/6/2016;7/6/2016;Estándar;AG-11260;Adrián Gálvez;Cliente;Guayaquil;Guayas;Ecuador;Sur;MOB-SI-10001965;Mobiliario;Sillas;Office Star Mecedora, 2;2863.2;3;0;658.2
MX-2019-108987;22/11/2019;26/11/2019;Estándar;BL-11725;Baltasar Luján;Cliente;Guayaquil;Guayas;Ecuador;Sur;TEC-AC-10002592;Tecnología;Accesorios;SanDisk Teclado, Blanco;1585.8;3;0;222
MX-2017-108238;20/12/2017;27/12/2017;Estándar;IC-16210;Isaac Cazares;Empresa;Guayaquil;Guayas;Ecuador;Sur;MAT-EL-10002795;Material de oficina;Electrodomésticos;Breville Horno, Blanco;7462.4;2;0;149.2
MX-2017-108238;20/12/2017;27/12/2017;Estándar;IC-16210;Isaac Cazares;Empresa;Guayaquil;Guayas;Ecuador;Sur;MOB-LI-10002871;Mobiliario;Librerías;Sauder Librería clásica, Negro;5831.2;2;0;2740.4
MX-2017-108238;20/12/2017;27/12/2017;Estándar;IC-16210;Isaac Cazares;Empresa;Guayaquil;Guayas;Ecuador;Sur;MAT-CA-10004107;Material de oficina;Carpetas;Avery Separadores, Reciclado;312.2;7;0;79.8
MX-2017-131499;13/11/2017;19/11/2017;Estándar;KA-17125;Kevin Alejandro;Cliente;Guayaquil;Guayas;Ecuador;Sur;MOB-MO-10002501;Mobiliario;Mobiliario;Deflect-O Bandeja apiladora, Duradero;744;5;0;178
MX-2017-131499;13/11/2017;19/11/2017;Estándar;KA-17125;Kevin Alejandro;Cliente;Guayaquil;Guayas;Ecuador;Sur;MAT-PA-10000020;Material de oficina;Papel;Enermax Recordadores, Paquete de 12;132;1;0;63.2
MX-2017-131499;13/11/2017;19/11/2017;Estándar;KA-17125;Kevin Alejandro;Cliente;Guayaquil;Guayas;Ecuador;Sur;MOB-LI-10001117;Mobiliario;Librerías;Dania Librería clásica, Negro;8242.2;3;0;3049.2
MX-2017-131499;13/11/2017;19/11/2017;Estándar;KA-17125;Kevin Alejandro;Cliente;Guayaquil;Guayas;Ecuador;Sur;MAT-SO-10003908;Material de oficina;Sobres;Cameo Paquetes, Rojo;1946;7;0;330.4
MX-2019-114587;31/7/2019;1/8/2019;Urgente;CV-12385;Carina Verdes;Cliente;Guayaquil;Guayas;Ecuador;Sur;MAT-SO-10001620;Material de oficina;Sobres;Jiffy Sobre empresarial, Plateado;612;5;0;42
MX-2017-116834;28/12/2017;2/1/2018;Estándar;SG-20755;Serafín Girón;Empresa;Guayaquil;Guayas;Ecuador;Sur;MAT-CA-10004145;Material de oficina;Carpetas;Cardinal Cubierta de carpeta, Transparente;382;5;0;49
MX-2017-116834;28/12/2017;2/1/2018;Estándar;SG-20755;Serafín Girón;Empresa;Guayaquil;Guayas;Ecuador;Sur;MAT-AR-10004509;Material de oficina;Arte;Sanford Subrayadores, Tamaños variados;378.6;3;0;33.6
MX-2016-155341;1/11/2016;5/11/2016;Estándar;TL-21115;Teodoro Llarnas;Empresa;Zihuatanejo;Guerrero;México;Norte;MAT-AL-10003376;Material de oficina;Almacenamiento;Smead Caja, Industrial;225;3;0;18
MX-2016-155341;1/11/2016;5/11/2016;Estándar;TL-21115;Teodoro Llarnas;Empresa;Zihuatanejo;Guerrero;México;Norte;MOB-LI-10000782;Mobiliario;Librerías;Dania Librería, Metal;1291.2;2;0.2;64.4
US-2019-118612;20/11/2019;25/11/2019;Estándar;IR-16525;Irma Rubalcaba;Cliente;Iguala de la Independencia;Guerrero;México;Norte;MOB-LI-10003402;Mobiliario;Librerías;Bush Biblioteca, Negro;9751.2;5;0.2;-2194.8
US-2019-118612;20/11/2019;25/11/2019;Estándar;IR-16525;Irma Rubalcaba;Cliente;Iguala de la Independencia;Guerrero;México;Norte;MAT-ET-10003648;Material de oficina;Etiquetas;Smead Etiquetas de envío, Rojo;228.6;3;0;88.8
MX-2018-130764;1/10/2018;7/10/2018;Estándar;DG-13195;Damiana Guardado;Empresa;Zihuatanejo;Guerrero;México;Norte;MAT-GR-10001008;Material de oficina;Grapas;Accos Cintas de goma, Al por mayor;444.8;4;0;172.8
MX-2018-130764;1/10/2018;7/10/2018;Estándar;DG-13195;Damiana Guardado;Empresa;Zihuatanejo;Guerrero;México;Norte;MOB-SI-10001719;Mobiliario;Sillas;Harbour Creations Silla de playa, Rojo;1314.56;4;0.2;114.56
MX-2016-131618;20/1/2016;20/1/2016;Mismo día;SP-20950;Silvia Pérez;Empresa;Iguala de la Independencia;Guerrero;México;Norte;MAT-EL-10003301;Material de oficina;Electrodomésticos;Cuisinart Microondas, Plateado;3722.8;2;0;818.8
MX-2018-117149;11/10/2018;16/10/2018;Estándar;AP-11485;Aniceto Pérez;Pequeña empresa;Zihuatanejo;Guerrero;México;Norte;MAT-PA-10004187;Material de oficina;Papel;Enermax Material de oficina, Premium;1570;5;0;188
MX-2018-117149;11/10/2018;16/10/2018;Estándar;AP-11485;Aniceto Pérez;Pequeña empresa;Zihuatanejo;Guerrero;México;Norte;MAT-PA-10003038;Material de oficina;Papel;Xerox Resma, Premium;526.8;3;0;142.2
MX-2019-156867;7/2/2019;11/2/2019;Rápido;NL-19435;Noa León;Cliente;Iguala de la Independencia;Guerrero;México;Norte;MAT-AR-10000923;Material de oficina;Arte;Stanley Bolígrafos, Al por mayor;137.6;2;0;61.6
MX-2019-156867;7/2/2019;11/2/2019;Rápido;NL-19435;Noa León;Cliente;Iguala de la Independencia;Guerrero;México;Norte;MOB-LI-10004334;Mobiliario;Librerías;Safco Librería clásica, Metal;18671.36;8;0.2;-935.04
MX-2016-108301;12/11/2016;14/11/2016;Rápido;MA-18370;Manuela Armenta;Cliente;Iguala de la Independencia;Guerrero;México;Norte;TEC-CO-10002291;Tecnología;Copiadoras;HP Tinta, Digital;2561.6664;3;0.002;867.2664
MX-2016-108301;12/11/2016;14/11/2016;Rápido;MA-18370;Manuela Armenta;Cliente;Iguala de la Independencia;Guerrero;México;Norte;MAT-ET-10000191;Material de oficina;Etiquetas;Hon Etiquetas para documentos legales, Rojo;356;5;0;28
MX-2016-108301;12/11/2016;14/11/2016;Rápido;MA-18370;Manuela Armenta;Cliente;Iguala de la Independencia;Guerrero;México;Norte;MAT-AL-10004237;Material de oficina;Almacenamiento;Smead Archivador móvil, Tamaño completo;856.2;1;0;393.8
MX-2019-125661;18/10/2019;23/10/2019;Estándar;WA-21775;Walter Alcaraz;Empresa;Iguala de la Independencia;Guerrero;México;Norte;TEC-TE-10003172;Tecnología;Teléfonos;Motorola Auriculares, Tamaño completo;5942.2;11;0;1485
US-2016-152240;22/4/2016;28/4/2016;Estándar;WN-21790;Waldo Nazario;Cliente;Gonaïves;Artibonite;Haití;Caribe;MOB-SI-10001415;Mobiliario;Sillas;Hon Sillón, Ajustable;5515.56;3;0.4;-1011.24
US-2018-132325;11/9/2018;15/9/2018;Estándar;MB-19030;Mora Borrego;Empresa;Gonaïves;Artibonite;Haití;Caribe;MOB-SI-10004179;Mobiliario;Sillas;Office Star Silla de playa, Negro;424.08;2;0.4;-240.32
US-2018-132325;11/9/2018;15/9/2018;Estándar;MB-19030;Mora Borrego;Empresa;Gonaïves;Artibonite;Haití;Caribe;TEC-CO-10000328;Tecnología;Copiadoras;Brother Fotocopiadora, Rojo;2076.9736;2;0.402;62.1736
US-2017-130932;13/10/2017;15/10/2017;Rápido;AS-10330;Armando Sánchez;Cliente;Gonaïves;Artibonite;Haití;Caribe;MAT-AL-10001912;Material de oficina;Almacenamiento;Tenex Carpetas, Azul;278.64;3;0.4;-0.36
US-2017-130932;13/10/2017;15/10/2017;Rápido;AS-10330;Armando Sánchez;Cliente;Gonaïves;Artibonite;Haití;Caribe;MAT-AR-10003302;Material de oficina;Arte;Boston Subrayadores, Al por mayor;153.12;2;0.4;-7.68
US-2017-130932;13/10/2017;15/10/2017;Rápido;AS-10330;Armando Sánchez;Cliente;Gonaïves;Artibonite;Haití;Caribe;MAT-CA-10004040;Material de oficina;Carpetas;Cardinal Anillas, Transparente;76.8;4;0.4;-22.4
US-2018-134040;7/12/2018;14/12/2018;Estándar;OL-19645;Olga Laureano;Empresa;Gonaïves;Artibonite;Haití;Caribe;TEC-TE-10003109;Tecnología;Teléfonos;Cisco Teléfono inteligente, Tamaño completo;2236.32;4;0.4;-1490.88
US-2018-134040;7/12/2018;14/12/2018;Estándar;OL-19645;Olga Laureano;Empresa;Gonaïves;Artibonite;Haití;Caribe;MAT-SO-10000835;Material de oficina;Sobres;GlobeWeis Sobre de tipo Manila, Rojo;742.32;6;0.4;-396.48
US-2018-134040;7/12/2018;14/12/2018;Estándar;OL-19645;Olga Laureano;Empresa;Gonaïves;Artibonite;Haití;Caribe;TEC-AC-10001790;Tecnología;Accesorios;Belkin Teclado, Negro;1345.44;4;0.4;156.64
US-2018-134040;7/12/2018;14/12/2018;Estándar;OL-19645;Olga Laureano;Empresa;Gonaïves;Artibonite;Haití;Caribe;MOB-MO-10000463;Mobiliario;Mobiliario;Rubvermaid Bombilla, Negro;37.68;1;0.7;-81.72
US-2016-156314;25/9/2016;27/9/2016;Rápido;CA-12715;Claudio Aguilar;Empresa;Gonaïves;Artibonite;Haití;Caribe;MAT-AL-10001001;Material de oficina;Almacenamiento;Tenex Caja, Azul;132;2;0.4;-64
US-2018-124156;25/4/2018;28/4/2018;Urgente;RD-20215;Ramiro Dávila;Cliente;Gonaïves;Artibonite;Haití;Caribe;MAT-AL-10002502;Material de oficina;Almacenamiento;Rogers Estanterías, Tamaño completo;1243.2;5;0.4;-766.8
MX-2016-137897;18/5/2016;21/5/2016;Rápido;HP-15580;Herminia Páez;Cliente;Tulancingo;Hidalgo;México;Norte;TEC-TE-10002989;Tecnología;Teléfonos;Nokia Cargador, Tamaño completo;21245;5;0;4886
MX-2018-108616;12/11/2018;14/11/2018;Rápido;CÁ-13135;Cintia Álvarez;Cliente;Tulancingo;Hidalgo;México;Norte;MAT-AR-10004588;Material de oficina;Arte;Boston Rotuladores, Al por mayor;532.8;3;0;74.4
MX-2018-106782;20/10/2018;24/10/2018;Estándar;AR-11335;Adriana Rocha;Pequeña empresa;Holguín;Holguín;Cuba;Caribe;MOB-SI-10002841;Mobiliario;Sillas;Harbour Creations Silla plegable, Rojo;1957.8;3;0;97.8
MX-2018-106782;20/10/2018;24/10/2018;Estándar;AR-11335;Adriana Rocha;Pequeña empresa;Holguín;Holguín;Cuba;Caribe;MAT-CA-10001211;Material de oficina;Carpetas;Avery Separadores, Transparente;193;5;0;71
MX-2018-106782;20/10/2018;24/10/2018;Estándar;AR-11335;Adriana Rocha;Pequeña empresa;Holguín;Holguín;Cuba;Caribe;MOB-SI-10001733;Mobiliario;Sillas;Office Star Silla de playa, Ajustable;1931;5;0;791
MX-2019-158638;22/9/2019;27/9/2019;Estándar;EM-14455;Esmeralda Montenegro;Pequeña empresa;Moa;Holguín;Cuba;Caribe;MAT-ET-10004097;Material de oficina;Etiquetas;Novimex Etiquetas para documentos legales, Rojo;137.2;2;0;19.2
MX-2019-158638;22/9/2019;27/9/2019;Estándar;EM-14455;Esmeralda Montenegro;Pequeña empresa;Moa;Holguín;Cuba;Caribe;MAT-ET-10002367;Material de oficina;Etiquetas;Harbour Creations Etiquetas redondas, Rojo;87.6;2;0;31.2
MX-2019-158638;22/9/2019;27/9/2019;Estándar;EM-14455;Esmeralda Montenegro;Pequeña empresa;Moa;Holguín;Cuba;Caribe;MAT-AR-10004426;Material de oficina;Arte;Binney & Smith Sacapuntas, Tamaños variados;1592;8;0;238.4
MX-2018-168872;18/12/2018;25/12/2018;Estándar;LV-17575;Lourdes Villegas;Cliente;Holguín;Holguín;Cuba;Caribe;TEC-CO-10000804;Tecnología;Copiadoras;Canon Fotocopiadora, Color;1753.6856;1;0.002;751.8856
MX-2017-158526;20/4/2017;27/4/2017;Estándar;AG-11260;Adrián Gálvez;Cliente;Holguín;Holguín;Cuba;Caribe;TEC-CO-10001037;Tecnología;Copiadoras;Brother Tinta, Color;6927.3176;7;0.002;2206.5176
MX-2017-158526;20/4/2017;27/4/2017;Estándar;AG-11260;Adrián Gálvez;Cliente;Holguín;Holguín;Cuba;Caribe;MOB-SI-10004970;Mobiliario;Sillas;SAFCO Estora, Ajustable;1246.2;3;0;61.8
MX-2017-158526;20/4/2017;27/4/2017;Estándar;AG-11260;Adrián Gálvez;Cliente;Holguín;Holguín;Cuba;Caribe;TEC-AC-10001153;Tecnología;Accesorios;Memorex Teclado, Blanco;922;2;0;424
MX-2017-158526;20/4/2017;27/4/2017;Estándar;AG-11260;Adrián Gálvez;Cliente;Holguín;Holguín;Cuba;Caribe;MAT-CA-10000759;Material de oficina;Carpetas;Ibico Encuadernadora, Reciclado;1380.8;4;0;455.2
MX-2016-106803;14/2/2016;19/2/2016;Estándar;JA-16795;Joaquín Apodaca;Pequeña empresa;Holguín;Holguín;Cuba;Caribe;MAT-AL-10004490;Material de oficina;Almacenamiento;Rogers Estanterías, Metal;816;2;0;228.4
MX-2016-106803;14/2/2016;19/2/2016;Estándar;JA-16795;Joaquín Apodaca;Pequeña empresa;Holguín;Holguín;Cuba;Caribe;TEC-TE-10001980;Tecnología;Teléfonos;Motorola Teléfono de oficina, Al por mayor;1916;4;0;133.6
MX-2016-106803;14/2/2016;19/2/2016;Estándar;JA-16795;Joaquín Apodaca;Pequeña empresa;Holguín;Holguín;Cuba;Caribe;MAT-SU-10003322;Material de oficina;Suministros;Elite Tijeras, Rectangular;769.2;6;0;246
MX-2016-106803;14/2/2016;19/2/2016;Estándar;JA-16795;Joaquín Apodaca;Pequeña empresa;Holguín;Holguín;Cuba;Caribe;TEC-AC-10001690;Tecnología;Accesorios;Belkin Teclado, Negro;772.8;2;0;332
MX-2016-106803;14/2/2016;19/2/2016;Estándar;JA-16795;Joaquín Apodaca;Pequeña empresa;Holguín;Holguín;Cuba;Caribe;MAT-AR-10000923;Material de oficina;Arte;Stanley Bolígrafos, Al por mayor;137.6;2;0;61.6
MX-2019-113054;15/7/2019;20/7/2019;Rápido;ML-18325;Marcos Laureano;Cliente;Holguín;Holguín;Cuba;Caribe;MAT-SU-10001329;Material de oficina;Suministros;Acme Tijeras, Azul;678.4;4;0;169.6
MX-2019-140298;29/4/2019;3/5/2019;Rápido;BH-11935;Begoña Hinojosa;Cliente;Holguín;Holguín;Cuba;Caribe;MAT-ET-10004911;Material de oficina;Etiquetas;Harbour Creations Etiquetas de envío, Ajustable;187.2;3;0;24
MX-2019-140298;29/4/2019;3/5/2019;Rápido;BH-11935;Begoña Hinojosa;Cliente;Holguín;Holguín;Cuba;Caribe;TEC-TE-10002924;Tecnología;Teléfonos;Cisco Auriculares, Tamaños variados;2434.4;4;0;292
MX-2017-109862;27/12/2017;28/12/2017;Urgente;MT-18265;Maira Trejo;Cliente;Holguín;Holguín;Cuba;Caribe;TEC-CO-10003145;Tecnología;Copiadoras;HP Fotocopiadora con fax, Rojo;2276.6376;2;0.002;976.2376
MX-2018-150532;27/9/2018;1/10/2018;Estándar;DS-13165;Dana Sandoval;Cliente;Holguín;Holguín;Cuba;Caribe;MOB-MO-10004154;Mobiliario;Mobiliario;Eldon Marco, Duradero;1510.4;2;0;422.8
MX-2016-146535;17/9/2016;20/9/2016;Urgente;AG-11155;Antonia Gallardo;Cliente;Holguín;Holguín;Cuba;Caribe;MAT-AL-10002563;Material de oficina;Almacenamiento;Fellowes Casilleros, Tamaño completo;5529.6;4;0;1326.4
MX-2019-109064;13/8/2019;20/8/2019;Estándar;AO-10255;Adolfo Ojeda;Pequeña empresa;Holguín;Holguín;Cuba;Caribe;TEC-TE-10003347;Tecnología;Teléfonos;Samsung Teléfono inteligente, Al por mayor;822.2;1;0;180.8
MX-2019-109064;13/8/2019;20/8/2019;Estándar;AO-10255;Adolfo Ojeda;Pequeña empresa;Holguín;Holguín;Cuba;Caribe;MAT-SO-10001681;Material de oficina;Sobres;GlobeWeis Sobre empresarial, Reciclado;430.4;4;0;103.2
MX-2019-109064;13/8/2019;20/8/2019;Estándar;AO-10255;Adolfo Ojeda;Pequeña empresa;Holguín;Holguín;Cuba;Caribe;TEC-AC-10003494;Tecnología;Accesorios;Enermax Memoria USB, Negro;1669.2;6;0;199.2
MX-2019-109064;13/8/2019;20/8/2019;Estándar;AO-10255;Adolfo Ojeda;Pequeña empresa;Holguín;Holguín;Cuba;Caribe;MAT-EL-10002529;Material de oficina;Electrodomésticos;Breville Horno, Rojo;14974.4;4;0;2994.4
